,price,latitude,longitude,accommodates,bedrooms,bathrooms,beds,cleaning_fee,guests_included,host_response_rate,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,extra_people,host_since,neighbourhood_Allston-Brighton,neighbourhood_Back Bay,neighbourhood_Beacon Hill,neighbourhood_Brookline,neighbourhood_Cambridge,neighbourhood_Charlestown,neighbourhood_Chestnut Hill,neighbourhood_Chinatown,neighbourhood_Dorchester,neighbourhood_Downtown,neighbourhood_Downtown Crossing,neighbourhood_East Boston,neighbourhood_Fenway/Kenmore,neighbourhood_Financial District,neighbourhood_Government Center,neighbourhood_Harvard Square,neighbourhood_Hyde Park,neighbourhood_Jamaica Plain,neighbourhood_Leather District,neighbourhood_Mattapan,neighbourhood_Mission Hill,neighbourhood_North End,neighbourhood_Roslindale,neighbourhood_Roxbury,neighbourhood_Somerville,neighbourhood_South Boston,neighbourhood_South End,neighbourhood_Theater District,neighbourhood_Unknown,neighbourhood_West End,neighbourhood_West Roxbury,require_guest_phone_verification_No,require_guest_phone_verification_Yes,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_No,host_is_superhost_Yes,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Unknown,property_type_Villa,is_location_exact_No,is_location_exact_Yes
345,80.0,42.31795476761437,-71.10020425725071,1,1.0,1.5,1.0,15.0,1,1.0,18,47,77,352,100.0,10.0,10.0,10.0,10.0,3,0.0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,60.0,42.32141474891377,-71.10676417176671,2,1.0,1.0,1.0,10.0,1,1.0,0,0,13,288,95.0,9.0,9.0,9.0,9.0,4,20.0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,125.0,42.31143796365995,-71.11864462353653,2,1.0,1.0,2.0,35.0,2,1.0,7,26,56,146,99.0,10.0,10.0,10.0,10.0,1,0.0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
348,500.0,42.32123276979549,-71.11568853186063,5,3.0,2.0,3.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
349,149.0,42.312220034691656,-71.1171256858825,2,1.0,1.0,1.0,25.0,1,1.0,5,15,36,311,100.0,10.0,10.0,10.0,10.0,2,0.0,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,65.0,42.32136495142019,-71.11323105918619,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,0,100.0,10.0,10.0,10.0,10.0,2,0.0,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,99.0,42.31446165291016,-71.11391762627706,2,0.0,1.0,1.0,35.0,2,1.0,2,3,19,294,94.0,9.0,10.0,9.0,9.0,1,0.0,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,67.0,42.31858053839557,-71.1067800194245,3,1.0,1.0,2.0,25.0,1,1.0,0,0,0,0,100.0,10.0,10.0,9.0,9.0,1,0.0,3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,180.0,42.31967562232483,-71.10497281246552,5,2.0,1.5,4.0,150.0,5,1.0,0,0,0,90,100.0,10.0,10.0,10.0,10.0,2,15.0,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
354,170.0,42.31403581506652,-71.10777892603964,3,2.0,2.0,2.0,60.0,0,1.0,0,0,0,213,100.0,10.0,10.0,10.0,10.0,1,0.0,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,115.0,42.3108619368228,-71.09922327493409,4,2.0,1.0,2.0,70.0,3,1.0,5,12,29,111,100.0,10.0,10.0,10.0,10.0,1,25.0,4393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
356,235.0,42.311758624583184,-71.11183648946215,4,2.0,2.0,3.0,68.38014527845036,1,0.9498908156711676,0,0,0,84,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
357,89.0,42.31857757095519,-71.10627779729171,2,1.0,1.0,1.0,68.38014527845036,1,1.0,2,14,36,66,95.0,10.0,9.0,10.0,9.0,2,10.0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
358,110.0,42.29731100517576,-71.11120263227764,2,1.0,1.0,1.0,68.38014527845036,1,1.0,7,17,31,290,95.0,10.0,9.0,9.0,9.0,1,0.0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
359,84.0,42.3090627462778,-71.11435439589225,2,1.0,1.0,1.0,10.0,2,1.0,2,25,55,330,93.0,10.0,10.0,9.0,9.0,1,25.0,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
360,125.0,42.30624803195792,-71.10890836726516,2,1.0,1.0,1.0,60.0,1,0.8,30,60,90,365,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,3,0.0,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,130.0,42.30947824832074,-71.09930721341063,3,1.0,1.0,1.0,75.0,2,1.0,1,1,1,263,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,2,20.0,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,65.0,42.29661804078575,-71.11369880978881,1,1.0,1.0,1.0,68.38014527845036,1,0.4,6,36,66,341,100.0,9.43157132512672,8.0,10.0,8.0,1,0.0,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,86.0,42.31516062399716,-71.10606960864865,2,1.0,1.0,1.0,20.0,2,1.0,0,9,27,27,100.0,10.0,10.0,9.0,10.0,2,0.0,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
364,75.0,42.31161779138293,-71.10492935003708,4,1.0,1.0,1.0,40.0,1,0.9498908156711676,0,0,0,0,100.0,10.0,8.0,8.0,10.0,1,0.0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
365,255.0,42.30956049227253,-71.10342180495736,6,3.0,1.0,2.0,125.0,1,1.0,0,0,0,17,90.0,9.0,8.0,8.0,9.0,2,0.0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,145.0,42.31732134712932,-71.1083382470032,3,1.0,1.0,1.0,40.0,2,1.0,7,21,51,322,96.0,10.0,10.0,10.0,10.0,2,20.0,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
367,199.0,42.31589870622909,-71.10745634054862,5,3.0,1.5,4.0,75.0,1,1.0,0,0,10,258,100.0,10.0,10.0,9.0,10.0,1,0.0,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
368,91.0,42.310008938431984,-71.10176364947394,2,1.0,1.0,1.0,68.38014527845036,2,1.0,2,8,34,282,96.0,10.0,10.0,9.0,9.0,2,0.0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,81.0,42.31314950919129,-71.10478823264899,2,1.0,1.0,1.0,75.0,1,0.73,7,15,45,320,91.0,9.0,8.0,10.0,9.0,4,25.0,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
370,60.0,42.32161990846114,-71.10550967539857,2,1.0,1.0,1.0,10.0,1,1.0,7,29,59,334,96.0,10.0,9.0,9.0,10.0,4,20.0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,99.0,42.3177858597241,-71.10513643573292,3,1.0,1.0,2.0,68.38014527845036,1,1.0,3,3,29,242,99.0,10.0,10.0,10.0,10.0,2,22.0,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
372,88.0,42.29847143523319,-71.11065808536799,1,1.0,1.0,1.0,68.38014527845036,2,1.0,0,1,6,123,96.0,10.0,10.0,9.0,10.0,3,0.0,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
373,225.0,42.30814198704933,-71.11793665454908,2,1.0,1.0,1.0,125.0,2,0.9,0,0,0,1,100.0,10.0,10.0,10.0,10.0,1,0.0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
374,50.0,42.29244337732441,-71.11790285740781,2,1.0,1.0,1.0,30.0,1,1.0,0,0,0,0,70.0,7.0,6.0,9.0,7.0,1,0.0,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,225.0,42.31121241933621,-71.11191178759881,3,1.0,2.0,1.0,75.0,2,0.75,6,32,62,62,100.0,9.0,10.0,9.0,10.0,1,20.0,3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
376,48.0,42.29856686925674,-71.11239521627074,1,1.0,1.0,1.0,68.38014527845036,1,1.0,2,2,2,2,96.0,9.0,10.0,9.0,10.0,2,0.0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
377,37.0,42.311581941500414,-71.10412648796216,2,1.0,1.0,1.0,30.0,1,0.6,0,5,10,106,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,85.0,42.308851900338496,-71.11643175971686,2,1.0,1.0,1.0,30.0,2,1.0,5,14,37,307,95.0,10.0,10.0,10.0,10.0,3,25.0,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
379,525.0,42.3155761411289,-71.1130574529959,12,4.0,1.0,1.0,130.0,1,1.0,2,22,52,327,70.0,7.0,8.0,9.0,7.0,2,0.0,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,100.0,42.319239160320095,-71.10624048636811,2,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,100.0,10.0,10.0,10.0,10.0,1,0.0,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,75.0,42.32451388795766,-71.10540620416036,2,1.0,1.5,1.0,20.0,2,1.0,0,4,13,276,98.0,10.0,10.0,9.0,10.0,1,40.0,3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
382,25.0,42.29870858282949,-71.11250952324193,2,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,80.0,8.0,6.0,8.0,8.0,1,20.0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,50.0,42.30841063964904,-71.1013204329874,1,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,0,98.0,10.0,10.0,9.0,10.0,1,0.0,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,49.0,42.31263001686568,-71.10439934389252,2,1.0,1.0,1.0,50.0,1,0.73,1,26,56,331,85.0,9.0,7.0,9.0,9.0,4,20.0,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
385,125.0,42.31721558278527,-71.1079661278404,4,1.0,1.0,3.0,75.0,2,1.0,0,0,7,282,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,2,0.0,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
386,180.0,42.31968622416286,-71.11205826620998,4,2.0,1.0,2.0,68.38014527845036,1,1.0,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
387,60.0,42.32134118362715,-71.10588595618334,2,1.0,1.0,1.0,10.0,1,1.0,2,2,15,290,96.0,10.0,9.0,10.0,10.0,4,20.0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,85.0,42.30596576341033,-71.1087761022673,2,1.0,1.0,1.0,60.0,2,1.0,30,60,90,365,82.0,9.0,8.0,8.0,8.0,4,30.0,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,85.0,42.31021302681578,-71.10143683020078,2,1.0,1.5,1.0,15.0,2,0.9,4,24,54,329,96.0,10.0,9.0,9.0,9.0,1,25.0,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,64.0,42.31378359100291,-71.11505147881796,2,1.0,1.0,1.0,7.0,1,1.0,0,0,0,26,97.0,10.0,10.0,10.0,10.0,1,10.0,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
391,725.0,42.31591115539129,-71.11275691200883,12,4.0,2.0,5.0,130.0,1,1.0,17,31,54,329,96.0,9.0,9.0,10.0,9.0,2,0.0,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,75.0,42.29958778769348,-71.11178023080245,2,1.0,1.5,1.0,20.0,1,1.0,0,7,8,8,100.0,10.0,10.0,10.0,10.0,2,10.0,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
393,119.0,42.29816032662961,-71.11153003037721,4,2.0,1.0,2.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,100.0,10.0,9.0,10.0,9.0,1,0.0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,110.0,42.3078157837662,-71.11674523568081,4,1.0,1.0,2.0,68.38014527845036,2,1.0,1,2,2,2,97.0,10.0,10.0,10.0,9.0,1,15.0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,179.0,42.3106308513631,-71.1118435456616,2,1.0,1.0,1.0,68.38014527845036,2,1.0,24,54,84,359,83.0,8.0,9.0,10.0,8.0,3,45.0,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
396,175.0,42.31005424705419,-71.10711518817013,6,2.0,2.0,2.0,30.0,4,0.9498908156711676,0,0,0,0,90.0,10.0,7.0,9.0,9.0,1,10.0,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,125.0,42.31643683590324,-71.10342311812423,2,0.0,1.0,1.0,50.0,2,1.0,0,15,45,320,91.0,9.0,10.0,9.0,9.0,1,20.0,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,220.0,42.30692771656086,-71.107893860945,4,2.0,1.0,4.0,60.0,4,1.0,29,59,89,364,96.0,10.0,9.0,10.0,9.0,1,60.0,3888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
399,299.0,42.33285419276235,-71.10123471727375,4,2.0,1.0,2.0,200.0,1,0.89,29,59,89,364,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,79,0.0,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,249.0,42.3352960343266,-71.10146236865883,2,1.0,1.0,1.0,150.0,1,0.89,29,59,89,364,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,79,0.0,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,115.0,42.32790891088525,-71.10270494704687,2,0.0,1.0,1.0,68.38014527845036,1,1.0,27,57,87,362,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,239.0,42.33376385933934,-71.10079693531384,2,1.0,1.0,1.0,50.0,1,0.97,0,0,29,304,90.0,10.0,10.0,9.0,10.0,17,5.0,3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,75.0,42.33155444871214,-71.0962878721131,2,1.0,1.5,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,64.0,8.0,5.0,9.0,8.0,1,0.0,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,30.0,42.32777505016166,-71.09882993741036,2,1.0,1.0,1.0,25.0,1,1.0,0,0,0,0,100.0,10.0,10.0,10.0,10.0,3,0.0,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
